,line_text,spans,x0,y0,x1,y1,page,x0_type,x1_type,label
1271,"Benefit Regulations [O.C. of 13th January, 1942, P.C. 2501 respect","['Benefit Regulations [O.C. of 13th January, 1942, P.C. 2501 respect']",117.0,95.67,373.21,105.17,26,2,1,end
1272,ing delay in making application for benefit; and (2) to the Unem,['ing delay in making application for benefit; and (2) to the Unem'],117.0,103.4,373.91,113.4,26,2,2,middle
1273,ployinent Insurance Contribution Regulations [O.C. of 3rd Septem,['ployinent Insurance Contribution Regulations [O.C. of 3rd Septem'],117.0,111.9,373.25,121.5,26,2,2,middle
1274,"ber, 1943, P.C. 6952] respecting the number of contribution days and","['ber, 1943, P.C. 6952] respecting the number of contribution days and']",117.0,120.25,377.56,129.65,26,2,1,end
1275,of bulk payment contributions. P.C. 8061 and P.C. 8062. (C.G.,"['of bulk payment contributions.', 'P.C. 8061 and P.C. 8062.', '(C.G.']",117.0,127.9,377.89,137.9,26,2,1,end
1276,"Vol. LXXVIII, pp. .5468-5469)","['Vol. LXXVIII, pp. .5468-5469)']",117.0,136.4,238.84,146.0,26,2,1,end
1277,"Dec. 19 O.C. to make the \Var Service Gratuity Regulations, 1944. P.C.","['Dec. 19', 'O.C. to make the \\Var Service Gratuity Regulations, 1944.', 'P.C.']",70.0,146.13,378.33,156.23,26,1,1,other
1278,"9440. (C.W.O.R. Vol. IV, pp. 542-545)","['9440.', '(C.W.O.R. Vol. IV, pp. 542-545)']",117.0,154.38,276.71,164.28,26,2,1,end
1279,Dec. 21 O.C. amending the Wartime Salaries Order (P.C. 1549 of 27th,"['Dec. 21', 'O.C. amending the Wartime Salaries Order (P.C. 1549 of 27th']",69.0,164.1,377.68,174.5,26,1,1,other
1280,"February, 1942, as amended). P.C. 9505. (C.W.O.R. Vol. IV,","['February, 1942, as amended).', 'P.C.', '9505.', '(C.W.O.R. Vol. IV,']",118.0,172.38,378.25,182.68,26,2,1,end
1281,pp. 591-594),['pp. 591-594)'],117.0,181.95,163.49,190.95,26,2,0,end
1282,PROVINCES,['PROVINCES'],191.0,188.6,246.56,198.6,26,-1,1,other
1283,Alberta,['Alberta'],62.0,197.0,97.99,209.0,26,0,0,country
1284,"Mar. 24 The Department of Public Welfare Act. 1944, ch. 6.","['Mar. 24', 'The Department of Public Welfare Act.', '1944, ch. 6.']",70.0,212.83,329.25,222.93,26,1,1,other
1285,"Mar. 24 The Child Welfare Act. 1944, ch. 8.","['Mar. 24', 'The Child Welfare Act.', '1944, ch. 8.']",70.0,222.93,266.18,233.02,26,1,1,other
1286,"Mar. 24 The Apprenticeship Act. 1944, ch. 10.","['Mar. 24', 'The Apprenticeship Act.', '1944, ch. 10.']",70.0,233.15,268.23,242.95,26,1,1,other
1287,"Mar. 24 An Act to amend The Old Age Pensions Act, Alberta [R.S. 1942,","['Mar. 24', 'An Act to amend The Old Age Pensions Act, Alberta [R.S. 1942,']",71.0,243.18,376.75,253.08,26,1,2,start
1288,"ch. 269]. 1944, ch. 66.","['ch. 269].', '1944, ch. 66.']",118.0,251.95,203.15,260.95,26,2,0,end
1289,Mar. 24 An Act to amend The Industrial Conciliation and Arbitration Act,"['Mar. 24', 'An Act to amend The Industrial Conciliation and Arbitration Act']",71.0,261.2,379.25,271.33,26,1,2,start
1290,"[R.S. 1942, ch. 280]. 1944, di. 169,","['[R.S. 1942, ch. 280].', '1944, di. 169,']",120.0,269.53,257.54,279.23,26,2,1,end
1291,"Mar. 24 An Act to amend The Industrial Wages Security Act [R.S. 1942,","['Mar. 24', 'An Act to amend The Industrial Wages Security Act [R.S. 1942,']",71.0,279.33,378.6,289.5,26,1,2,start
1292,"ch. 281] lamends definition of 'employer']. 1944, ch. 70.","['ch. 281]', ""lamends definition of 'employer']."", '1944, ch. 70.']",119.0,288.03,344.27,297.77,26,2,1,end
1293,"Mar. 24 An Act to amend The Boilers Act [R.S. 1942, ch. 307). 1944,","['Mar. 24', 'An Act to amend The Boilers Act [R.S. 1942, ch. 307).', '1944,']",71.0,297.15,379.1,307.75,26,1,2,start
1294,ch. 71.,['ch. 71.'],118.0,306.25,143.32,315.65,26,2,0,end
1295,"Sept. 12 Proclamation to appoint 1st October, 1944, as the date of com","['Sept. 12', 'Proclamation to appoint 1st October, 1944, as the date of com']",71.0,315.58,375.18,325.88,26,1,2,start
1296,"mencement of the Apprenticeship Act (1944, cli. 10). (The Alberta","['mencement of the Apprenticeship Act (1944, cli. 10).', '(The Alberta']",119.0,324.25,379.31,334.0,26,2,1,end
1297,"Gazette, Vol. 40, pp. 832-833)","['Gazette, Vol. 40,', 'pp. 832-833)']",120.0,331.85,241.01,342.08,26,2,1,end
1298,British Columbia,['British Columbia'],63.0,345.88,145.32,357.78,26,0,0,country
1299,Feb. 1 Regulations to make deletions from and additions to the Schedule,"['Feb. 1', 'Regulations to make deletions from and additions to the Schedule']",71.0,361.98,379.41,371.95,26,1,1,other
1300,of industrial diseases under the Workmen's Compensation Act,"['of', 'industrial', ""diseases under the Workmen's Compensation Act""]",119.0,369.77,380.1,380.08,26,2,1,end
1301,"[R.S. 1936, cli. 312, as amended]: ye pneumoconiosis; vascular dis","['[R.S. 1936, cli. 312, as amended]: ye pneumoconiosis; vascular dis']",120.0,378.4,377.58,388.0,26,2,2,middle
1302,turbances in the upper extremities; and dermatitis. (B.C.G. Vol.,"['turbances in the upper extremities; and dermatitis.', '(B.C.G. Vol.']",119.0,386.12,378.79,396.63,26,2,2,middle
1303,"LXXXIV, p. 191)","['LXXXIV, p. 191)']",119.0,394.38,189.93,404.28,26,2,0,end
1304,"Mar. 15 Control of Employment of Children Act. 1944, ch. 2.","['Mar. 15', 'Control of Employment of Children Act.', '1944, ch. 2.']",71.0,404.68,334.18,414.73,26,1,1,other
1305,"Mar. 15 Wartime Labour Relations Regulations Act. 1944, cli. 18.","['Mar. 15', 'Wartime Labour Relations Regulations Act.', '1944,', 'cli.', '18.']",71.0,414.7,353.87,424.9,26,1,1,other
1306,"Mar. 15 \Var Mariners' Benefits Act. 1944, ch. 23.","['Mar. 15', ""\\Var Mariners' Benefits Act."", '1944,', 'ch.', '23.']",71.0,424.65,294.62,434.9,26,1,1,other
1307,"Mar. 15 Male Minimum Wage Act Amendment Act, 1944 [adds subsections","['Mar. 15', 'Male Minimum Wage Act Amendment Act, 1944 [adds subsections']",72.0,435.2,380.57,445.3,26,1,2,start
1308,"(3)-(6) to section 18 of R.S. 1936, ch. 190, with respect to statements","['(3)-(6) to section 18 of R.S. 1936, ch. 190, with respect to statements']",120.0,445.65,379.78,455.05,26,2,2,middle
1309,"of wages to be furnished to employees]. 1944, di. 30.","['of wages to be furnished to employees].', '1944, di. 30.']",119.0,453.7,327.25,463.55,26,2,1,end
1310,"Mar. 15 Female Minimum Wage Act Amendment Act, 1944 [addition of","['Mar. 15', 'Female Minimum Wage Act Amendment Act, 1944 [addition of']",72.0,463.33,380.61,473.8,26,1,2,start
1311,subsections (3)-(6) to section 20 of R.S.,"['subsections', '(3)-(6)', 'to section 20 of R.S.']",120.0,470.7,293.47,481.9,26,2,1,end
1312,"1936, ch. 191, with","['1936,', 'ch.', '191,', 'with']",301.0,473.43,379.82,482.33,26,-1,2,other
1313,"respect to statements of wages to be furnished to employees). 1944,","['respect to statements of wages to be furnished to employees).', '1944,']",119.0,480.38,379.88,490.08,26,2,2,middle
1314,cli. 31.,['cli. 31.'],119.0,489.15,143.75,498.15,26,2,0,end
1315,"Mar. 15 Old-age Pension Agreement Ratification Act. 1944, ch. 39.","['Mar. 15', 'Old-age Pension Agreement Ratification Act.', '1944,', 'ch.', '39.']",72.0,498.28,359.62,508.62,26,1,1,other
1316,"Mar. 15 Veterans' Land Settlement Act. 1944, ch. 53.","['Mar. 15', ""Veterans' Land Settlement Act."", '1944, ch. 53.']",72.0,508.4,300.78,518.8,26,1,1,other
1317,"Mar. 13 \Tocational Training Co-ordination Enabling Act. 1944, cli. 35.","['Mar.', '13', '\\Tocational Training Co-ordination Enabling Act.', '1944,', 'cli.', '35.']",72.0,518.55,371.38,529.28,26,1,1,other
1318,Mar. .15. Regulations to make a deletion from and addition to the Schedule,"['Mar. .15.', 'Regulations to make a deletion from and addition to the Schedule']",72.0,528.78,379.58,539.25,26,1,2,start
1319,of industrial diseases under the Workmen's [R.S.,"[""of industrial diseases under the Workmen's"", '[R.S.']",119.0,537.4,379.71,548.08,26,2,2,middle
1320,"1936, ch. 312, as amended): dermatitis. (B:C.G. LXXXIV","['1936, ch. 312, as amended): dermatitis.', '(B:C.G.', 'LXXXIV']",120.0,545.38,377.79,556.4,26,2,2,middle
1321,p. 451),['p. 451)'],119.0,555.38,144.78,564.48,26,2,0,end
1322,C.W.O.R. = Canadian War Orders and Regulations 1944.,"['C.W.O.R. =', 'Canadian War', 'Orders and Regulations 1944.']",72.0,571.83,301.46,582.33,26,1,1,other
1323,B.C.G. The British,"['B.C.G.', 'The British']",72.0,581.78,161.64,592.38,26,1,0,other
1327,— 27 — 19-f4—Indexes II,"['— 27', '—', '19-f4—Indexes', 'II']",161.0,52.79,336.26,62.36,27,-1,2,other
1328,"Apr. 18 Proclamation bringing the Wartime Labour Relations Act [1944,","['Apr. 18', 'Proclamation bringing the Wartime Labour Relations Act [1944,']",28.0,86.57,335.45,96.67,27,1,2,start
1329,"ch. 181 into operation on 18th April, 1944. Vol. LXXXIV,","['ch. 181 into operation on 18th April, 1944.', 'Vol. LXXXIV,']",74.0,94.79,334.6,104.86,27,2,2,middle
1330,p.587),['p.587)'],73.0,103.51,98.57,113.42,27,2,0,end
1331,"May 2 0G. No. 618, to make Regulations respecting the welding of steam","['May 2', '0G. No. 618, to make Regulations respecting the welding of steam']",28.0,113.46,332.37,123.44,27,1,2,start
1332,"boilers and pressure-vessels. (B.C.G. Vol. LXXXIV, pp. 678-681)","['boilers and pressure-vessels.', '(B.C.G. Vol. LXXXIV, pp. 678-681)']",74.0,121.87,334.4,131.57,27,2,2,middle
1333,"1.S.S. Vol. XX, No. 3, p.","['1.S.S. Vol. XX, No. 3,', 'p.']",215.0,129.54,321.23,139.94,27,-1,1,other
1334,Aug. 22 Regulations to make certain deletions from and additions to the,"['Aug.', '22', 'Regulations to make certain deletions from and additions to the']",28.0,141.81,335.2,152.11,27,1,2,start
1335,Schedule of industrial diseases under the Workmen's Compensation,"[""Schedule of industrial diseases under the Workmen's Compensation""]",74.0,150.74,334.63,160.34,27,2,2,middle
1336,"Act IRS. 1936, ch. 312, as amended]. (B.C.G. Vol. LXXXIV,","['Act IRS. 1936, ch.', '312, as amended].', '(B.C.G. Vol. LXXXIV,']",74.0,158.26,334.66,168.76,27,2,2,middle
1337,p. 1169),['p. 1169)'],74.0,167.86,103.66,176.76,27,2,0,end
1338,Manitoba,['Manitoba'],19.0,177.36,62.31,188.66,27,0,0,country
1339,"Apr. 6 The Apprenticeship Act. 1944, ch. 1.","['Apr. 6', 'The Apprenticeship Act.', '1944, ch. 1.']",28.0,193.71,216.37,203.21,27,1,1,other
1340,Apr. 6 The Old Age and Blind Persons' Pensions Agreement Ratification,"['Apr. 6', ""The Old Age and Blind Persons' Pensions Agreement Ratification""]",28.0,205.51,335.36,215.42,27,1,2,start
1341,"Act, 1944. 1944, ch. 26.","['Act, 1944.', '1944, ch. 26.']",74.0,214.56,166.19,223.51,27,2,0,end
1342,"Apr. 6 The Manitoba Wartime Labour Relations Regulations Act. 1944,","['Apr. 6', 'The Manitoba Wartime Labour Relations Regulations Act.', '1944,']",28.0,223.94,335.1,233.94,27,1,2,start
1343,ch. 48.,['ch. 48.'],73.0,233.21,96.44,241.91,27,2,0,end
1344,"June 26 Proclamation to appoint 26th June, 1944, as the date of the coming","['June 26', 'Proclamation to appoint 26th June, 1944, as the date of the coming']",28.0,242.59,336.13,252.39,27,1,2,start
1345,"into force of the Act respecting the training of apprentices [1944,","['into force of the Act respecting the training of apprentices [1944,']",74.0,250.54,334.22,260.54,27,2,2,middle
1346,"ch. 1]. (M.G. Vol. 73, p. 489)","['ch. 1].', '(M.G. Vol. 73, p. 489)']",74.0,259.07,196.46,268.89,27,2,1,end
1347,New Brunswick,['New Brunswick'],20.0,272.84,95.06,284.44,27,0,0,country
1348,"Mar. 29 An Act to amend [sections 2, 36, 39 and 71 of] the Workman's","['Mar. 29', 'An Act to amend [sections 2,', ""36, 39 and 71 of] the Workman's""]",28.0,288.56,334.76,299.04,27,1,2,start
1349,"Compensation Act [1932, ch. 36, as amended]. 1944, ch. 27.","['Compensation Act [1932, ch. 36, as amended].', '1944, ch. 27.']",74.0,297.36,313.78,307.06,27,2,1,end
1350,"Mar. 29 An Act to amend [section 2 (g) re definition of ""Minister"" of I","['Mar. 29', 'An Act to amend [section 2 (g) re definition of ""Minister"" of I']",28.0,310.86,334.53,321.36,27,1,2,start
1351,"the Factories Act [1937, ch. 50]. 1944, ch. 28.","['the Factories Act [1937, ch. 50].', '1944, ch. 28.']",74.0,319.44,260.27,329.44,27,2,1,end
1352,"Mar. 29 An Act to amend [section 3 of] the Old Age Pensions Act [1930,","['Mar. 29', 'An Act to amend [section 3 of] the Old Age Pensions Act [1930,']",28.0,333.76,335.72,343.86,27,1,2,start
1353,"ch. 9, as amended] [addition of subsection (1A) re supplementary","['ch. 9, as amended] [addition of subsection (1A) re supplementary']",74.0,342.14,335.89,352.14,27,2,2,middle
1354,"agreements]. 1944, ch. 36.","['agreements].', '1944, ch. 36.']",74.0,350.74,174.15,360.07,27,2,0,end
1355,Mar. 29 An Act to amend [sections,"['Mar. 29', 'An Act to amend [sections']",28.0,362.07,185.98,372.57,27,1,1,other
1356,1,"['1,']",194.0,365.36,198.57,371.46,27,-1,1,other
1357,2 and 3 of] an Act respecting,"['2 and 3', 'of]', 'an Act respecting']",205.0,362.01,335.78,373.11,27,-1,2,other
1358,"stationary engineers, steam boilers and pressure vessels and inspection","['stationary engineers, steam boilers and pressure vessels and inspection']",74.0,371.36,336.68,380.67,27,2,2,middle
1359,"thereof [1937, ch. 51, as amendedl, 1944, ch. 37.","['thereof [1937, ch. 51, as amendedl, 1944, ch. 37.']",74.0,379.09,265.34,388.89,27,2,1,end
1360,"Mar. 29 An Act to amend [sections 3, 38 and 42 of, and add a new section","['Mar. 29', 'An Act to amend [sections 3, 38 and 42 of, and add a new section']",28.0,392.92,335.1,402.82,27,1,2,start
1361,"36 A (records) to) the Labour and Industrial Relations Act [1938,","['36 A (records) to) the Labour and Industrial Relations Act [1938,']",74.0,401.04,335.34,411.04,27,2,2,middle
1362,"ch. 68]. 1944, ch. 38.","['ch. 68].', '1944, ch. 38.']",74.0,409.84,156.19,419.11,27,2,0,end
1363,"Mar. 29 An Act to amend [section 2 of] the Industrial Standards Act [1939,","['Mar. 29', 'An Act to amend [section 2 of] the Industrial Standards Act [1939,']",28.0,421.59,335.84,431.39,27,1,2,start
1364,"ch. 37] [change of title of Minister]. 1944, cli. 39.","['ch. 37] [change of title of Minister].', '1944, cli. 39.']",74.0,429.64,273.68,439.64,27,2,1,end
1365,Apr. 6 An Act to amend [sections 135 (inspection and working at coal face),"['Apr. 6', 'An Act to amend [sections 135 (inspection and working at coal face)']",28.0,444.41,335.46,454.01,27,1,2,start
1366,and 137 (weigh scales to be provided) of] the Mining Act [R.S.,['and 137 (weigh scales to be provided) of] the Mining Act [R.S.'],75.0,451.91,335.61,462.21,27,2,2,middle
1367,"1927, ch. 35]. 1944, ch. 13.","['1927, ch. 35].', '1944, ch. 13.']",75.0,461.09,179.19,470.09,27,2,1,end
1368,"Apr. 6 An Act to repeal chapter 82 of the Revised Statutes, 1927, respect","['Apr. 6', 'An Act to repeal chapter 82 of the Revised Statutes, 1927, respect']",29.0,474.59,333.29,484.61,27,1,2,start
1369,"ing minors and apprentices. 1944, ch. 20.","['ing minors and apprentices.', '1944, ch. 20.']",74.0,482.86,239.27,492.56,27,2,1,end
1370,"Apr. 6 The Apprenticeship Act, 1944. 1944, ch. 43.","['Apr. 6', 'The Apprenticeship Act, 1944.', '1944, ch. 43.']",28.0,495.24,250.78,505.11,27,1,1,other
1371,"Apr. 6 The Mothers Allowances Act, 1944 [repeals 1930, ch. 101. 1944,","['Apr. 6', 'The Mothers Allowances Act, 1944 [repeals 1930, ch.', '101.', '1944,']",29.0,509.32,335.33,519.41,27,1,2,start
1372,ch. 46.,['ch. 46.'],74.0,518.36,97.98,527.26,27,2,0,end
1373,"Apr. 6 The Wartime Labour Relations Act. 1944, cli. 49.","['Apr. 6', 'The Wartime Labour Relations Act.', '1944, cli. 49.']",29.0,527.84,266.62,537.49,27,1,1,other
1374,"Apr. 25 Proclamations to appoint 1st May, 1944, as the date of the coming","['Apr. 25', 'Proclamations to appoint 1st May, 1944, as the date of the coming']",29.0,542.11,337.61,552.01,27,1,2,start
1375,into operation of the Wartime Labour Relations Act and the,['into operation of the Wartime Labour Relations Act and the'],75.0,549.66,335.65,560.56,27,2,2,middle
1376,"Mothers Allowances Act, 1944. (The Royal Gazette, 3rd May,","['Mothers Allowances Act,', '1944.', '(The Royal Gazette, 3rd May,']",75.0,558.07,335.97,568.57,27,2,2,middle
1377,"1944, p. 76)","['1944, p. 76)']",76.0,567.29,121.43,576.69,27,2,0,end
1378,MG. = The Manitoba Gazette.,"['MG. =', 'The', 'Manitoba Gazette.']",25.0,583.77,148.7,595.07,27,1,0,other
1379,1944—tndexeE II — —,"['1944—tndexeE II', '—', '—']",61.0,50.95,237.7,58.73,28,0,1,other
1380,"June 22 Proclamations to appoint 1st July, 1944, as the date of the coming","['June', '22', 'Proclamations to appoint 1st July, 1944, as the date of the coming']",70.0,82.86,378.96,92.76,28,1,2,start
1381,"into operation of the Act to amend the Factories Act, the Act to","['into operation of the Act to amend the Factories Act, the Act to']",117.0,90.45,377.61,100.75,28,2,2,middle
1382,"amend an Act respecting stationary engineers, steam boilers and","['amend an Act respecting stationary engineers, steam boilers and']",117.0,99.01,376.46,109.11,28,2,2,middle
1383,"pressure vessels and inspection thereof, and the Act to amend the","['pressure vessels and inspection thereof, and the Act to amend the']",117.0,106.98,377.78,116.98,28,2,2,middle
1384,"Industrial Standards Act [1944, ch. 28, ch. 37 and ch. 39]. (The","['Industrial Standards Act [1944, ch. 28, ch. 37 and ch. 39].', '(The']",118.0,115.31,377.56,125.41,28,2,2,middle
1385,"Royal Gazette, 28th June, 1944, pp. 108-109)","['Royal Gazette, 28th June, 1944, pp. 108-109)']",117.0,123.96,290.09,133.46,28,2,1,end
1386,"July 10 Proclamation to appoint 15th July, 1944, as the date of the coming","['July 10', 'Proclamation to appoint 15th July, 1944, as the date of the coming']",70.0,135.73,377.5,145.58,28,1,2,start
1387,"into operation of the Act respecting apprenticeship [1944, cli. 43]","['into operation of the Act respecting apprenticeship [1944,', 'cli. 43]']",117.0,143.75,376.78,153.65,28,2,2,middle
1388,"(The Royal Gazette, 12th July, 1944, p. 118)","['(The Royal Gazette, 12th July, 1944, p. 118)']",118.0,152.26,287.66,161.76,28,2,1,end
1389,Nova Scotia,['Nova Scotia'],62.0,165.98,120.99,177.98,28,0,0,country
1390,Mar. 23 O.C. under the Coal Mines Regulation (Wartime Emergency) Act,"['Mar. 23', 'O.C. under the Coal Mines Regulation (Wartime Emergency) Act']",70.0,182.25,377.66,192.15,28,1,2,start
1391,"(1942, cli. 10): employment of young persons in coal mines. (The","['(1942, cli. 10): employment of young persons in coal mines.', '(The']",117.0,190.51,377.75,200.21,28,2,2,middle
1392,"Royal Gazette, 29th March, 1944, p. 514)","['Royal Gazette, 29th March, 1944, p. 514)']",116.0,198.71,277.64,208.41,28,2,1,end
1393,"Apr. 6 The Blind Workmen's Compensation Act. 1944, ch. 5.","['Apr. 6', ""The Blind Workmen's Compensation Act."", '1944, ch. 5.']",69.0,210.63,336.12,220.73,28,1,1,other
1394,"Apr. 6 The Engine Operators Act. 1944, ch. 6.","['Apr. 6', 'The Engine Operators Act.', '1944, ch.', '6.']",69.0,222.33,280.25,232.86,28,1,1,other
1395,"Apr. 6 The Wartime Labour Relations (Nova Scotia) Act. 1944, ch. 8.","['Apr. 6', 'The Wartime Labour Relations (Nova Scotia) Act.', '1944, ch. 8.']",69.0,234.6,373.18,244.86,28,1,1,other
1396,Apr. 6 The Nova Scotia Labour Act [employment of non-residents prohi,"['Apr. 6', 'The Nova Scotia Labour Act [employment of non-residents prohi']",69.0,246.83,372.93,256.83,28,1,1,other
1397,"bited]. 1944, ch. 10.","['bited].', '1944, ch. 10.']",115.0,255.33,196.75,264.73,28,2,0,end
1398,"Apr. 6 An Act to amend chapter 1 of the Acts of 1927, The Coal Mines","['Apr. 6', 'An Act to amend chapter 1 of the Acts of 1927, The Coal Mines']",69.0,267.01,376.75,277.23,28,1,2,start
